Sentence, Probility
 同时 绝大多数 人 都 相信 日记 最后 的 离奇 内容 只是 劳 铭 昌 在 精神 持续 紧绷 的 情况 下 产生 的 错觉 而已 — — 当然 那个 秘密 团体 或许 也 装 神 弄 鬼 地 起到 了 推波助澜 的 作用 ,6.669836195969452e-82
 2014 年 2 月份 的 时候 ,1.128437573540297e-07
 几个 山东省 文物 考古 院 的 研究员 回到 了 劳 铭 昌 的 故居 ,1.4653766510911144e-24
 并 进入 位于 地下 的 劳 家 祠堂 做 了 详细 的 考察 ,2.5170549738685808e-26
 于 此 同时 ,1.6060429572368998e-05
 文物 考古 院 也 将 事情 通报 给 了 青岛 市 公安局 ,3.112835217994554e-22
 总局 对于 这一 情况 表现 出 了 高度 的 重视 ,1.6773010395838937e-18
 并且 针对 日记 里 提到 的 那一 团体 进行 了 多次 侦查 摸底 ,7.834811312791067e-24
 3 月 下旬 ,0.000639686684073107
 在 明确 了 团体 的 成员 组成 后 ,1.6598868998632394e-18
 公安局 调集 警 力 展开 了 突然 的 搜捕 行动 ,2.373105937580247e-16
 行动 的 过程 没有 太 多 可以 叙述 的 地方 ,1.7399705135479614e-20
 我 所 知道 的 是 ,4.4629996516669136e-09
 搜捕 人员 只 抓捕 住 了 几个 团体 的 外围 成员 ,4.528171571082065e-19
 大多数 核心 骨干 早 在 搜捕 人员 到来 前 就 通过 聚会 地 的 一条 暗 道 ,4.734505378484794e-33
 躲进 了 青岛 市 的 下水道 系统 里 ,1.3474840301046398e-14
 由于 那 一带 新旧 下水道 管线 相互 交叉 ,3.02808953337683e-09
 情况 非常复杂 ,0.00202020202020202
 而 参加 行动 的 人数 又 不够 展开 系统 的 搜索 ,1.5038576377073422e-25
 因此 前线 指挥 临时 决定 安排 两人 一组 ,6.039909482964248e-14
 分 十个 小组 ,0.005505617977528089
 在 支援 到来 前 先 进入 下水道 查 探 情况 ,1.1493107707452241e-17
 指挥 要求 各 小组 以及 小组 与 地面 间 保持 无线电 联系 ,2.7007836139237872e-24
 并且 强调 了 行动 的 危险性 ,3.921132422660283e-14
 警告 队员 不要 贸然 接近 ,5.835991857320814e-06
 但 实际上 ,0.0035353535353535356
 在 这 十 支 队伍 里 只有 由 尹 舟 与 马 小 武 组成 的 小组 真正 遇到 了 一些 事情 ,3.1121754536179558e-46
 其他 几个 小组 完全 徒劳无功 ,3.0503403128989363e-09
 但 那 两人 的 叙述 也 始终 都 没有 写入 官方 的 报告 里 ,3.962768641710301e-30
 在 这 二 人中 ,1.1245615986025111e-08
 我 只 与 尹 舟 有过 深入 的 交谈 ,4.499847454147328e-17
 而 小组 的 另 一位 成员 马 小 武 却 始终 拒绝 谈论 那天 发生 的 任何 事情 ,6.630029146024745e-36
 根据 尹 舟 的 叙述 ,3.212367498469284e-09
 他们 两人 那天 被 分配 去 搜索 一条 向 南 的 下水道 ,9.910680032549307e-26
 两人 走 了 大约 十分钟 的 时间 ,8.805654189226957e-11
 渐渐 地 发觉 下水道 污浊 的 空气 里 多 了 一种 非常 古怪 的 臭味 ,1.621784514773062e-28
 但 在 当时 他们 也 没有 多加 留意 ,7.153524131278183e-15
 黑暗 幽 闭 的 管道 给 了 他们 一种 奇怪 的 错觉 ,4.8208362684951406e-24
 就 好象 自己 正在 与 那个 熟悉 的 有着 光线 的 世界 越 行 越远 ,1.2314170309042824e-33
 深入 了 某个 埋藏 着 无穷 秘密 的 异界 ,3.306339089112486e-18
 在 路过 一条 管道 时 ,1.4396579166525001e-08
 马 小 武 听到 了 一些 非常 细微 的 人声 ,2.4033116884963114e-20
 于是 两人 做 了 个 汇报 ,3.7022821634057396e-11
 然后 顺着 声音 摸 了 过去 ,2.2291058398525714e-10
 那 是 一条 非常 古老 ,3.517117505277784e-09
 可能 已经 停止 使用 的 管线 ,3.413952149675458e-13
 地面 上 没有 积水 ,1.7722884441502406e-07
 只是 有些 潮湿 ,2.8594771241830055e-05
 空气 虽然 弥漫着 下水道 里 混杂 的 恶心 气味 ,3.2982420358209925e-14
 但 那种 之前 就 察觉到 的 古怪 臭味 却 也 明显 的 加强 了 ,7.115800462290397e-29
 似乎 也 包含 着 不祥 的 韵 意 ,2.6613216722714715e-15
 手电筒 的 光线 照亮 了 一具 倒 在 下水道 岔口 边 的 尸体 ,2.193865263353393e-21
 死者 是 一个 秘密 团体 成员 ,1.848211442642848e-10
 他们 两个 都 在 搜捕 行动 开始 前 发放 的 备忘录 里 见过 那人 的 照片 ,5.728137485178406e-33
 他 就 坐在 肮脏 的 潮湿 地 面上 ,3.095763875989731e-16
 背靠 通道 的 墙壁 ,8.495708168607986e-06
 歪 着 头 ,0.0003016157989228006
 面孔 透着 一种 奇怪 的 青 黑色 ,1.351048763473947e-10
 就 好象 死亡 很久 已经 开始 腐烂 的 颜色 ,9.174697594252763e-16
 然而 就 当 尹 舟 用 无线电 进行 了 汇报 ,2.524251735604173e-18
 靠 上去 想要 细细 查看 时 ,9.748558943432421e-08
 那 尸体 却 发生 了 某种 不可名状 的 异变 ,6.854770012732871e-19
 他们 看见 尸体 的 血肉 仿佛 突然 从 固体 变成 了 粘稠 的 流体 ,6.419739978806326e-29
 那些 尸体 脸上 ,5.8347225529888075e-05
 手上 还有 其他 裸露出 来 的 肌肤 像是 熔化 了 蜡 像 一样 流淌 了 下来 ,2.0286965388412717e-27
 逐渐 暴露 出 了 其中 的 骨头 ,1.5589330335795011e-13
 然后 尸体 的 衣服 也 整个 塌陷 了 下去 ,2.2137921714894636e-18
 某种 好像 黏液 般的 东西 从 内部 浸润 了 死者 的 衣物 ,4.018728016799835e-24
 同时 从 衣服 开口 的 地方 缓缓 地 流淌 出来 ,2.715543368348232e-20
 他们 以为 那 是 血液 ,9.260419810486369e-11
 但 随即 又 否定 了 这种 想法 ,2.450749071491021e-14
 因为 那些 黏液 在 手电筒 光线 里 闪烁着 一种 油腻 般的 黑亮 ,6.604300404198041e-21
 那 不 像是 液体 ,3.945080542710684e-08
 更 像是 流动 的 焦油 或 黏 质 ,1.4749469020995538e-13
 他们 看到 更加 匪夷所思 的 事情 ,7.303875676447105e-12
 在 手电筒 的 光亮 下 ,1.0369144392872672e-10
 那些 黏 质 逐渐 在 死者 的 身边 汇聚 成 了 一 洼 ,9.419273158472472e-24
 然后 像是 活 过来 一样 ,1.1716754082387225e-08
 伸缩 蠕动 着 往 岔道 的 更 深处 爬 了 过去 ,1.0595885285351725e-19
 尹 舟 已经 很难 回忆起 当时 的 想法 了 ,7.203426234196498e-13
 他 觉得 自己 就 像是 着 了 魔 ,2.293237015570578e-18
 脑子 一片 空 白地 让 手电筒 的 光亮 跟着 那 蠕动 的 黏 质 向 岔道 更 深处 照射 了 过去 ,4.521564281304567e-36
 手电筒 的 光亮 揭露出 了 更 多 的 尸体 ,1.2873887363623608e-15
 它们 以 各种各样 的 姿态 躺 卧 或者 靠 坐在 下水道 的 地 面上 ,1.4412837278557627e-26
 全都 在 慢慢 融化 ,2.4878639065104744e-07
 裸露出 阴森 的 骨头 ,1.8101059853115792e-05
 而 在 下水道 的 地 面上 同样 也 还有 更 多 的 黑亮 黏 质 ,1.0596659781867977e-27
 它们 像是 某种 离奇 怪诞 的 行军 队伍 ,2.8126184583813805e-13
 一 伸 一 缩 地 朝着 岔道 的 更 深处 蠕动 了 过去 ,3.867219896178572e-26
 而 当 这个 可怖 的 ,7.637696426991986e-09
 无法 醒来 的 噩梦 达到 最 顶峰 时 ,2.302203359776823e-15
 手电筒 完完全全 照射 进 下 那条 水道 ,5.326299389283537e-09
 他们 看到 的 一个 东西 ,6.91170348815909e-11
 那 是 一堆 黝黑 发亮 的 形体 ,4.0924325104924104e-12
 它 堆 在 远处 邪恶 的 黑暗 里 ,1.2793277173114929e-15
 大得 无法 想象 ,0.02944206008583691
 几乎 堵 满 了 足 有十 尺高 的 下水道 ,1.4346854736550426e-14
 就 像是 从 别处 冲 来 的 黑色 淤泥 ,1.5743632933667647e-16
 但 却 不是 静止 的 ,1.672680234256045e-07
 那 粘滑 发亮 的 表面 在 手电筒 的 光线 中 不断 地 翻滚 涌动 ,5.073679751430566e-28
 短暂 地 变化 出 各种各样 的 形状 与 结构 ,6.621598692553361e-19
 他们 看到 无数 比例 怪诞 的 黑亮 手臂 ,5.851928152287444e-15
 爪子 或 触手 之类 的 肢体 从 那堆 形体 中 伸展 又 吞没 ； 无数 如同 嘴 一 般的 裂缝 张开 又 合拢 ； 无数 绿色 的 眼睛 随着 不断 流动 的 表面 形成 又 分解 ,4.325110656784197e-68
 但 那 并不 仅仅只是 对 自然 造物 的 丑恶 模仿 ,1.9368707818013906e-17
 在 那些 诡异 器官 形成 到 消失 的 短暂 瞬间 里 ,2.700191675741867e-23
 所 有的 手臂 ,0.0002611365347853791
 爪子 与 触手 都 在 污浊 空气 中 扭曲 抽搐 着 ,2.6434555954369423e-19
 试图 抓 握住 周边 的 任何 东西 ； 所有 如同 嘴 一 般的 裂缝 都 尖叫 着 没 来得及 表达 真正 意义 的 破碎 词句 ,2.5978420207644137e-48
 混杂 成 一片 让 人 无法 分辨 的 噪音 ； 所有 游 移 的 眼睛 全都 转动 着 ,1.9949241384171736e-33
 一同 望 向 了 光亮 来源 的 方向 ,1.5553844290780086e-15
 看着 他们 ,0.020588235294117647
 在 喋喋不休 的 呓语 里 ,2.488594654289441e-10
 那个 只 应该 出现 在 噩梦 里 的 形体 开始 像是 烧 热 的 焦油 一样 滚动 着 向 他们 涌 了 过来 ,9.632403930223839e-48
 同时 膨胀 抽搐 着 发出 了 一个 完全 压 盖 住 其他 呓语 的 尖啸 ,1.0179234360280802e-29
 那 是 一种 短促 的 ,3.103524563984364e-07
 像是 空气 涌过 某种 管道 时 发出 的 嘹亮 声音 ,5.986937723900456e-16
 如同 高亢 的 哨音 或者 笛声 般 重复 着 ： ,1.1991497276563799e-15
 “ Tekeli - li ,5.243006872084007e-07
 Tekeli - li ! ,0.004953068592057761
 Tekeli - li ! ” ,0.00021669675090252703
 这个 声音 触动 了 他们 求生 的 本能 ,8.273992868380862e-17
 两 个人 抛 下 了 电筒 ,6.485151420959909e-12
 开始 发疯 一般 连滚带爬 地向 后 跑 去 ,1.8019745444759352e-11
 他们 已经 完全 不 记得 自己 当时 的 想法 或 行为 了 ,1.6556764233101233e-25
 就 好象 那一刻 他们 的 脑子 已经 完全 空白 了 ,7.288661643011375e-17
 在 那 恐怖 声音 回荡 着 消散 在 通道 里 的 时候 ,7.982095596393629e-24
 他们 听到 了 其他 声音 ,7.859733285389004e-11
 那 仍然 是 那种 短促 的 哨音 ,9.087471143022935e-15
 但 却 绝对 不是 身后 那个 留在 通道 里 的 可怕 怪物 发出 来 的 ,5.417770028726928e-26
 那些 声音 应该 来自 这个 管道 迷宫 的 深处 ,4.625297601801095e-19
 一些 更加 遥远 的 地方 ,8.376239657498276e-09
 经过 水泥 壁上 的 不断 回荡 已经 变得 有些 衰弱 了 ,9.424515745615966e-19
 但 却 仍然 清晰 可辨 ,2.3106093326059482e-08
 它们 同样 重复 着 ,4.235863645532172e-06
 此起彼伏 ,1
 如同 是 在 回应 先前 那阵 令人 胆寒 的 声音 一般 ,3.5342027656286525e-18
 “ Tekeli - li ,5.243006872084007e-07
 Tekeli - li ! ” ,0.00021669675090252703
 第二批 队员 在 一条 已经 废弃 的 偏僻 干涸 下水道 的 黑暗 里 找到 了 他们 两个 人 ,1.1630889726307765e-32
 他们 的 精神 都 非常 恍惚 ,5.49173419412048e-12
 哆嗦 着 几乎 说不出 连贯 话 来 ,3.831190955753845e-09
 又 有 其他人 发现 了 两人 提到 的 那些 尸体 — — 和 劳 铭 昌 被 发现 时 一样 ,3.265721742149361e-38
 所 有的 尸体 都 腐烂 成 了 一滩 黑色 的 黏液 ,2.0119674780649753e-20
 只能 依照 骨头 勉强 地 看出 个 人形 来 ,1.2031390784501534e-15
 通过 相关 的 法医 鉴定 ,3.949732511590103e-09
 死者 均 是 那次 搜捕 行动 的 目标 ,1.2388766017846734e-12
 但 直到现在 依旧 没有 确切 的 理论 能够 解释 那些 尸体 为何 会 腐烂 得 如此 迅速 ,3.1775345448456804e-32
 也 没有 任何迹象 表明 下水道 里 曾经 存在 有 尹 舟 与 马 小 武 词不达意 地 描述 过 的 可怕 怪物 与会 动 的 黑色 黏液 ,6.549482475125805e-50
 大多数 人 都 认为 那 只是 他们 吸 入 了 太 多有 毒 的 下水道 空气 ,3.563325614076794e-30
 然后 在 目睹 了 大量 腐烂 尸体 的 时候 ,3.003786910242905e-16
 因为 极度 精神 紧张 产生 了 幻觉 而已 ,1.0168972582175672e-14
 马 小 武 在 被 送入 医院 疗养 了 三个 月 后 就 辞职 回 了 老家 ,5.843842735344334e-35
 尹 舟 如今 仍然 还 留在 青岛 ,1.0889788131701708e-10
 但 也 申请 调离 了 一线 ,2.3216321363696472e-11
 做 了 份 闲职 ,7.529678843830616e-08
 居住 在 劳 家 老 宅 附近 的 居民 对于 发生 在 劳 铭 昌 身上 事情 以及 老 宅 本身 有着 许多 独特 的 看法 ,4.7630231237698045e-46
 但 那些 故事 都 太过 古怪 ,1.6187641211634083e-12
 太过 疯狂 还是 不要 在 这里 提起 为 好 ,1.8340486664498248e-16
 在 劳 铭 昌 死后 ,5.305139422864464e-06
 许多 居民 都 搬家 去 了 别的 地方 ,2.7057012924483315e-15
 如今 只有 两 三 户 人家 还 住 在 那里 ,3.45282930989512e-20
 或许 有人 会 嘲笑 他们 大惊小怪 ,3.2573096569022546e-11
 但 他们 的 恐惧 也许 并非 全 无 道理 ,2.1988304292404674e-17
 早 在 几个 月 前 ,2.1222381405051744e-07
 我 去 江苏 路 派出所 查阅 卷宗 的 时候 ,2.819573808182787e-15
 就 听到 两个 年轻 的 民警 在 谈论 一件 非常 古怪 的 事情 ,5.543985946700494e-25
 他们 告诉 我 ,0.00016943521594684383
 前一天 的 傍晚 时分 ,2.2854873551913872e-07
 他俩 在 登州 路上 巡逻 时 曾 听见 一个 窨 井 下方 传出 了 微弱 而 又 离奇 的 声音 ,1.193786714137568e-34
 他们 在 井 盖 边 侧耳 听 了 一会 ,1.1284483330264782e-15
 觉得 那 就 像是 气流 断断续续 穿过 狭窄 管道 时 传出 来 的 尖锐 呼啸 或 哨音 ,6.800274587280435e-27
 但 又 不 完全相同 ,3.040040007990076e-08
 因为 那 声音 如同 音乐 般 按着 一种 奇怪 的 旋律 断断续续 地 重复 着 ： ,3.0760211398827563e-26
 “ Tekeli - li ,5.243006872084007e-07
 Tekeli - li ” ,0.004953068592057761
 后面 的话 ： ,0.0005296343001261033
 这个 故事 的 基础 其实 是 《 巴 虺 的 牧群 》 最早 的 点子 （ 当然 我 又 在 原型 上 加 了 许多 的 东西 ） ,2.938442866401686e-61
 所以 我 一直 很 纠结 是否 要 把 它 写 出来 ,2.332160129310857e-19
 导致 整个 过程 都 很 拖延 ,7.078150569400771e-12
 另外 我 对 青岛 有着 很深 的 感情 ,2.3188348331059905e-15
 所以 我 并 不是 要 黑 青岛 ,2.3139025720222467e-13
 必须 得 对 青岛 市 文物 保护 考古 研究所 说 一声 抱歉 ,2.2134131267917604e-24
 This   post   has   been   edited   by   oobmab :   2016 - 04 - 10,9.67800634601351e-09
